"T","Na","Na2","NaO","Na2O2","Na2SO4","O","O3","S","S2","S3","S4","S5","S6","S7","S8","SO","SO3","S2O","O2","SO2"
374.0,-94.24088520152333,-166.39155436197,-140.26885969339534,-185.26849826242795,-98.0494032259927,-124.56242936740739,-192.55313014112448,-178.1178557075572,-223.12331161641936,-319.34633816145197,-415.28274980303576,-512.3291350435609,-602.1089108050753,-701.3954583013019,-793.9983758523241,-139.76631442257656,-117.89685820963327,-214.78916450652002,-94.93403238213664,-94.93403238218981
375.0,-93.96418040434831,-165.89797931782536,-139.85444592779152,-184.72341960541857,-97.750514578116,-124.21127697595117,-192.01458555528566,-177.62608872580296,-222.5061276251733,-318.4704956491365,-414.1479198118007,-510.9506241925494,-600.4932601151568,-699.5154328493871,-791.8723866602467,-139.3690867297416,-117.56545162048187,-214.1909899530166,-94.65732758496462,-94.6573275850208
376.0,-93.68896050902703,-165.40705193078998,-139.4422521310892,-184.1812641696023,-97.45324382590887,-123.86199677736323,-191.47892334860342,-177.13693523813333,-221.89222609551283,-317.5993056237525,-413.01910977611857,-509.5794252343162,-598.8861723259952,-697.6453702323066,-789.7576574046477,-138.9739787143562,-117.2358252806891,-213.596001323547,-94.38210768964647,-94.38210768970579
377.0,-93.4152136871173,-164.9187511153421,-139.03226062663578,-183.64200866993252,-97.15757803697495,-123.51457388071451,-190.9461205459336,-176.6503744818339,-221.2815809433822,-316.7327311297108,-411.8962719066582,-508.2154801033115,-597.2875794659578,-695.7851913586699,-787.6540987267914,-138.58097351758022,-116.9079649880793,-213.0041732883928,-94.10836086774006,-94.10836086780267
378.0,-93.14292823530764,-164.43305600897827,-138.62445392483238,-183.1056300678511,-96.86350441614267,-123.16899355257786,-190.41615441546148,-176.16638591371768,-220.67416636056163,-315.87073560218516,-410.7793589192238,-506.8587313480406,-595.6974142820176,-693.9348179733736,-785.5616222125491,-138.19005445889226,-116.58185669088967,-212.41548078573874,-93.83607541593388,-93.83607541599996
379.0,-92.87209257376895,-163.9499459692767,-138.21881472066767,-182.5721055680384,-96.57101030365705,-122.82524121495102,-189.88900246549204,-175.68494920722782,-220.06995681102578,-315.0132828619531,-409.6683240280874,-505.50912212295486,-594.1156102302652,-692.0941726465576,-783.4801403799281,-137.80120503373712,-116.2574864857882,-211.82989901813758,-93.56523975439882,-93.56523975446852
380.0,-92.60269524453193,-163.46940057100568,-137.81532589129023,-182.0414126152158,-96.28008317339913,-122.48330244321231,-189.36464244129104,-175.20604424958657,-219.4689270273612,-314.16033711031986,-408.563120939429,-504.16659618047214,-592.5421014665725,-690.2631787627383,-781.4095666668,-137.41440891121044,-115.9348406159231,-211.24740344903137,-93.29584242516566,-93.29584242523917
381.0,-92.33472490989061,-162.99139960327875,-137.41397049361998,-181.51352889099792,-95.99071063113482,-122.1431629641085,-188.84305232197568,-174.7296511389888,-218.8710520072391,-313.31186292412167,-407.4637038448783,-502.8310978631227,-590.9768228374037,-688.4417605101133,-779.3498154188205,-137.0296499317801,-115.61390546900246,-210.66796979932715,-93.02787209052829,-93.0278720906058
382.0,-92.06817035083003,-162.51592306675406,-137.0147317619965,-180.98843231079428,-95.7028804127897,-121.80480865377447,-188.3242103174544,-174.25575018184003,-218.27630700994442,-312.4678252508082,-406.3700274151596,-501.5025720958175,-589.4197098707693,-686.6298428700317,-777.3008018775414,-136.646912105043,-115.29466757540445,-210.09157404402708,-92.76131753147195,-92.76131753155364
383.0,-91.80302046547956,-162.04295117087662,-136.61759310586407,-180.4661010207593,-95.4165803827516,-121.46822553578374,-187.80809486541418,-173.78432189003757,-217.6846675529589,-311.6281894036012,-405.282046793835,-500.1809643782409,-587.8706987673239,-684.8273516066323,-775.2624421687076,-136.2661796075174,-114.97711360631665,-209.51819240891075,-92.4961676461259,-92.49616764621199
384.0,-91.53926426758913,-161.57246433116458,-136.22253810749305,-179.94651339478978,-95.1317985321984,-121.13339977922921,-187.29468462835464,-173.31534697829417,-217.09610940859775,-310.79292105672994,-404.19971759114634,-498.8662207773592,-586.3297263916022,-683.0342132566444,-773.2346532907378,-135.88743678046922,-114.66123037190431,-208.94780136726936,-92.2324114482401,-92.2324114483308
385.0,-91.27689088503018,-161.10444316653746,-135.82955051973693,-179.42964803156963,-94.84852297745388,-120.80031769683434,-186.78395849066905,-172.84880636150382,-216.5106086006993,-309.9619862407415,-403.1229958779542,-497.558287920049,-584.7967302633942,-681.2503551193462,-771.2173531033876,-135.51066812777322,-114.34700481950767,-208.38037763669197,-91.97003806568597,-91.97003806578148
386.0,-91.01588955831906,-160.63886849668484,-135.43861426382344,-178.91548375165934,-94.5667419583661,-120.46896574309322,-186.27589555577003,-172.38468115214783,-215.92814140136508,-309.1353513378817,-402.0518381797686,-496.25711298583786,-583.2716485492502,-679.4757052466804,-769.210460316584,-135.13585831380618,-114.03442403186631,-207.8158981759,-91.70903673897996,-91.70903673908053
387.0,-90.75624963916403,-160.17572133947755,-135.0497134271812,-178.40399959463196,-94.28644383671369,-120.13933051243964,-185.77047514325994,-171.9229526577421,-215.3486843277518,-308.31298307755105,-400.98620147087564,-494.9626436997602,-581.7544200541241,-677.7101924335236,-767.2138944794387,-134.7629921613738,-113.72347522537183,-207.25434018163224,-91.44939681983021,-91.44939681993607
388.0,-90.49796058903387,-159.71498290841683,-134.6628322612981,-177.8951748162519,-94.00761709463463,-119.81139873744459,-185.26767678614524,-171.46360237832312,-214.77221413891212,-307.4948485318281,-399.9260431685521,-493.6748283253219,-580.244984213139,-675.9537462081067,-765.2275759694279,-134.39205464966918,-113.41414574834677,-206.69568108557738,-91.19110776970562,-91.19110776981702
389.0,-90.2410119777492,-159.25663461012437,-134.27795517961474,-177.38898888569855,-93.73025033308035,-119.4851572870412,-184.76748022809335,-171.00661200397326,-214.1987078326847,-306.6809151110641,-398.8713211273723,-492.39361565757554,-578.7432810834864,-674.2062968225829,-763.2514259817422,-134.02303091226287,-113.1064230793504,-206.13989855135415,-90.93415915842678,-90.93415915854398
390.0,-89.98539348209495,-158.80065804186924,-133.89506675544834,-176.88542148283037,-93.45433227029186,-119.16059316477742,-184.26986542073178,-170.55196341238388,-213.6281426426318,-305.87115055954456,-397.8219936336002,-491.11895501630016,-577.2492513364473,-672.4677752437408,-761.2853665187977,-133.6559062351238,-112.80029482551065,-205.5869704715378,-90.67854066277862,-90.6785406629019
391.0,-89.73109488445428,-158.34703498913422,-133.5141517199498,-176.3844524954937,-93.1798517403022,-118.83769350709517,-183.7748125209889,-170.09963866645643,-213.0604960350244,-305.06552295121753,-396.778019399669,-489.85079623928806,-575.7628362495352,-670.7381131438622,-759.3293203799115,-133.29066605467094,-112.49574872088061,-205.03687496473225,-90.42424206514433,-90.42424206527396
392.0,-89.47810607146351,-157.89574742321867,-133.13519496009158,-175.88606201687094,-92.90679769145805,-118.51644558163594,-183.2823018884753,-169.64962001193936,-212.49574570587308,-304.26400068548736,-395.7393575587449,-488.5890896757331,-574.2839776987615,-669.0172428917157,-757.3832111511321,-132.92729595585416,-112.19277262482167,-204.48959037268722,-90.17125325216023,-90.17125325229648
393.0,-89.22641703268704,-157.44677749887694,-132.75818151668565,-175.39023034286834,-92.6351591849662,-118.19683678557224,-182.79231408290468,-169.20188987510227,-211.93386957800467,-303.4665524830735,-394.7059676593752,-487.33378617972164,-572.812618151019,-667.305097543696,-755.4469631952302,-132.5657816702651,-111.89135452040962,-203.94509525745946,-89.91956421339071,-89.91956421353392
394.0,-88.97601785931298,-157.00010755199486,-132.38309658243296,-174.89693796954634,-92.36492539346213,-117.87885464396459,-182.30482986155465,-168.75643086044457,-211.37484579818297,-302.6731473819313,-393.6778096602152,-486.0848371038203,-571.3487006565797,-665.6016108350883,-753.5205016418357,-132.20610907427627,-111.59148251286639,-203.40336839861658,-89.66916504002394,-89.6691650401744
395.0,-88.72689874286817,-156.5557200972988,-132.00992550000095,-174.40616559058589,-92.09608559959835,-117.56248680814312,-181.81983017676552,-168.31322574843966,-210.81865273427425,-301.8837547332362,-392.6548439248388,-484.8421942927644,-569.8921688417096,-663.9067171714748,-751.6037523777311,-131.84826418720883,-111.29314482801456,-202.86438879048467,-89.4200459235868,-89.42004592374485
396.0,-88.47904997395295,-156.11359782610202,-131.63865376013163,-173.91789409479514,-91.82862919465634,-117.2477210541141,-181.33729617347728,-167.87225749331287,-210.26526897245432,-301.09834419742697,-391.63703121662513,-483.6058100772403,-568.4429669013922,-662.2203516202658,-749.6966420372877,-131.4922331695278,-110.99632981075573,-202.32813563943603,-89.17219715467952,-89.17219715484549
397.0,-88.23246194099431,-155.6737236040821,-131.26926699977668,-173.43210456365222,-91.56254567717714,-116.93454528099014,-180.85720918680335,-167.43350922085332,-209.71467331445936,-300.31688574031153,-390.6243326937239,-482.3756372677613,-567.001039592167,-660.5424499023615,-747.7990979930502,-131.13800232106476,-110.70102592357145,-201.7945883612195,-88.92560912172921,-88.92560912190346
398.0,-87.98712512901882,-155.23608046909462,-130.9017510002621,-172.9487782688864,-91.2978246516146,-116.62294750944442,-180.3795507396415,-166.99696422625877,-209.16684477487715,-299.5393496292287,-389.6167099040964,-481.15162914863873,-565.5663322250699,-658.8729483839394,-745.9110483464598,-130.7855580792674,-110.40722174504704,-201.2637265783297,-88.68027230976242,-88.68027230994531
399.0,-87.74303011844324,-154.80065162901778,-130.53609168547962,-172.4678966700949,-91.03445582700783,-116.31291588018793,-179.90430254032026,-166.56260597201248,-208.62176257847943,-298.76570642926987,-388.61412478063124,-479.93373947204054,-564.1387906586864,-657.2117840683654,-744.0324219187198,-130.4348870174751,-110.11490596841774,-200.73553011741697,-88.43617729919592,-88.43617729938785
400.0,-87.50016758388338,-154.36742045962995,-130.1722751201053,-171.98944141239502,-90.77242901567267,-116.00443865246952,-179.43144648028053,-166.13041808579277,-208.07940615759497,-297.9959269995566,-387.61653963633336,-478.72192245214234,-562.7183612923038,-655.5588945882258,-742.1631482417982,-130.08597584322092,-109.82406740013579,-200.20997900673532,-88.19331476464549,-88.19331476484685
401.0,-87.25852829298076,-153.93637050251866,-129.81028750784463,-171.513394324112,-90.51173413191428,-115.69750420259857,-178.96096463179208,-165.7003843584132,-207.53975514952057,-297.22998248957333,-386.6239171595849,-477.51613275936336,-561.3049910591689,-653.91421819748,-740.3031575495633,-129.73881139655833,-109.53469495845955,-199.6870534736291,-87.95167547375276,-87.95167547396395
402.0,-87.01810310524692,-153.5074854630211,-129.4501151897045,-171.03973741450096,-90.25236119075788,-115.39210102248953,-178.49283924570406,-165.27248874179364,-207.00278939397225,-296.46784433555706,-385.63622040947774,-476.31632551469056,-559.8986274198473,-652.2776937637296,-738.4523807690535,-129.3933806484135,-109.24677767206386,-199.16673394205708,-87.71125028602927,-87.71125028625073
403.0,-86.77888297092478,-153.08074920819476,-129.09174464229,-170.56845287150313,-89.99430030669838,-115.08821771822826,-178.02705274922886,-164.84671534696184,-206.46848893057341,-295.7094842569376,-384.65341281121437,-475.1224562840861,-558.4992183556775,-650.6492607606021,-736.6107495118773,-129.0496706989618,-108.9603046786701,-198.64900103015316,-87.4720301517179,-87.47203015195007
404.0,-86.54085892986664,-152.65614576481838,-128.73516247612702,-170.0995230595348,-89.737541692469,-114.78584300865947,-177.56358774375894,-164.42304844208468,-205.9368339963809,-294.9548742528341,-383.6754581515782,-473.93448107297934,-557.1067123623284,-649.0288592602507,-734.77819606574,-128.70766877602856,-108.6752652236974,-198.13383554782385,-87.23400611067102,-87.23400611091435
405.0,-86.30402211042926,-152.2336593174225,-128.3803554340093,-169.6329305173091,-89.48207565782722,-114.48496572399532,-177.10242700271607,-164.0014724505282,-205.40780502344762,-294.2039865986015,-382.7023205744708,-472.7523563208395,-555.7210584434469,-647.4164299259621,-732.9546533860976,-128.3673622335135,-108.39164865893369,-197.62121849438088,-86.99716929124533,-86.9971692915003
406.0,-86.06836372838475,-151.8132742063491,-128.0273103893705,-169.1686579556905,-89.22789260836026,-114.1855748044444,-176.64355346943228,-163.58197194894677,-204.88138263642074,-293.45679384242806,-381.733964576514,-471.57603889582833,-554.3422061044026,-645.8119140048756,-731.1400550879325,-128.02873854983835,-108.109444441226,-197.11113105620893,-86.76151090921307,-86.76151090948018
407.0,-85.83387508584775,-151.394974925839,-127.6760143446794,-168.70668825557982,-88.97498304430499,-113.88765929886091,-176.18695025506142,-163.16453166540038,-204.3575476501763,-292.71326880198444,-380.77035500271927,-470.4054860895331,-552.970105346124,-644.2152533208091,-729.3343354376527,-127.69178532641743,-107.82864213118961,-196.60355460446772,-86.52702226668877,-86.52702226696853
408.0,-85.60054757021832,-150.97874612214864,-127.32645442985948,-168.24700446583157,-88.72333755938935,-113.59120836341383,-175.73260063652285,-162.74913647749955,-203.836281067488,-291.9733845611214,-379.8114570422191,-469.2406556117772,-551.6047066590263,-642.626390267192,-727.5374293451092,-127.3564902861511,-107.54923139193801,-196.09847069282864,-86.29369475107262,-86.29369475136556
409.0,-85.3683726531404,-150.56457259169383,-126.9786179007312,-167.78958980120098,-88.47294683968747,-113.29621126027553,-175.28048805447386,-162.3357714105771,-203.31756407672972,-291.2371144666149,-378.8572362240603,-468.0815055855038,-550.2459610170254,-641.0452678000993,-725.7492723557285,-127.02284127194031,-107.27120198782879,-195.59586105524286,-86.06151983400851,-86.06151983431518
410.0,-85.13734188947522,-150.1524392792197,-126.63249213747709,-167.3344276403211,-88.22380166249219,-113.00265735632956,-174.8305961113124,-161.9244216358878,-202.80137804961333,-290.50443212496106,-377.90765841306154,-466.9279945417398,-548.8938198716447,-639.4718294313899,-723.969800642766,-126.69082624522423,-106.99454378323024,-195.09570760374424,-85.83048907035771,-85.83048907067868
411.0,-84.90744691628971,-149.7423312759988,-126.28806464312933,-166.881501523709,-87.97589289520477,-112.71053612189725,-174.38290856920855,-161.51507246883304,-202.28770453895777,-289.7753113992165,-376.9626898057297,-465.7800814146288,-547.548235146204,-637.9060192219462,-722.1989509996671,-126.36043328453808,-106.7192467413042,-194.5979924262828,-85.60059409718721,-85.60059409752307
412.0,-84.67867945186013,-149.3342338180548,-125.94532304207956,-166.430795151803,-87.72921149424081,-112.41983712948297,-173.93740934816566,-161.10770936721215,-201.77652527649155,-289.0497264058847,-376.02229692623513,-464.63772553653894,-546.2091592300932,-636.347781775009,-720.4366608325417,-126.03165058409253,-106.44530092280776,-194.10269778459008,-85.37182663277324,-85.37182663312461
413.0,-84.45103129468932,-148.92813228441148,-125.60425507860968,-165.9822923830251,-87.48374850395052,-112.13055005253753,-173.4940825241081,-160.70231792949895,-201.2678221706874,-288.32765151184844,-375.0864466224473,-463.500886633241,-544.8765449731322,-634.7970622296114,-718.6828681527493,-125.70446645237384,-106.17269648491173,-193.60980611207623,-85.14417847561867,-85.1441784759862
